is_hr,launch_angle,launch_speed,bat_speed,swing_length,plate_x,plate_z,inning,balls,strikes,is_stand_left,is_throw_left
0,20,100.6,75.6,7.5,-0.7,2.08,4,0,1,0,0
0,79,76.9,74,8.3,0.08,2.03,4,2,1,0,0
0,22,90.7,77.8,8.3,0.7,2.3,3,2,1,0,0
0,25,93.9,73.7,8.1,-0.05,2.16,3,2,0,0,0
0,-19,86.5,73.6,7,0.51,2.23,3,1,0,0,0
0,21,81.8,78.2,7.5,-0.29,2.67,3,3,2,0,0
0,21,89.3,70.1,7.4,0.86,2.05,3,2,2,0,0
0,-32,74.5,74.6,7.3,0.41,1.88,3,1,1,1,0
0,39,95.1,73.6,7.4,0.3,2.71,3,0,1,0,0
0,22,96.9,67.8,6,-0.84,1.6,3,2,2,0,0
0,23,61.1,65.3,6.3,-0.91,3.33,2,1,1,0,0
0,-1,99.3,69,6,0.07,3.24,2,1,2,1,0
0,-21,69.8,70.6,7.6,0.8,1.97,2,0,0,0,0
0,-60,73.3,68.5,6.4,0.08,1.69,2,1,2,0,0
0,39,96.3,75.2,8.1,0.33,2.04,1,3,1,0,0
0,20,100.9,73.5,7.5,0.41,2.26,1,0,0,0,0
0,-8,74.7,76.1,7.8,0.15,2.36,1,1,0,1,0
0,11,99.3,70.1,6.8,0.39,1.94,1,0,0,0,0
0,1,89.9,61.2,7.4,0.8,2.03,9,2,2,0,0
0,39,70,64.7,7.8,0.76,2.03,8,1,0,0,0
0,-16,91.1,75.8,6.6,0.32,2.35,8,0,1,1,0
0,56,90.9,75.1,7.3,-0.35,3,8,1,1,0,0
0,66,85,70.5,7.6,0.08,2.85,8,0,0,1,0
0,20,71.9,70,6.9,-0.84,2.21,8,1,1,0,0
0,-2,103.4,67.6,6.5,-0.03,2.18,8,0,0,1,0
0,21,105.4,76.8,6.4,-0.06,2.07,8,3,2,0,1
0,-1,110.3,78.5,7.8,-0.24,2.11,7,3,2,0,0
0,-27,79,72.3,7.6,-0.69,1.67,7,0,0,1,0
0,29,100.8,79.4,7,0.02,1.97,7,1,1,0,0
0,-12,101.1,69.2,7.1,-0.55,2.52,7,1,2,0,1
0,-21,91.9,59.9,5.1,0.01,3.09,7,1,1,1,1
0,33,96.7,68,6.5,-0.68,2.78,7,2,1,0,1
0,16,91.3,67.4,6.6,-0.61,2.41,6,2,2,0,0
0,4,90.9,73.7,8.4,0.88,3.07,6,0,0,0,0
0,-7,93.3,78,7.1,-0.43,2.43,6,0,0,0,1
0,10,97.9,70.9,7.3,-0.12,2.77,6,0,1,0,1
0,17,104.1,70.4,7.4,-0.36,2.73,6,2,2,0,1
0,9,91.2,70.8,7.2,-0.26,1.8,6,0,0,0,1
0,-9,104.4,72.1,7.5,0.08,1.6,6,2,2,0,1
0,79,63.2,67.5,6.3,0.96,2.86,5,0,2,1,0
0,1,72.3,68.5,7,0.72,1.96,5,0,0,0,0
0,10,64.3,49.3,6.8,0.73,2.26,5,0,0,0,0
0,11,101.9,76.6,7.5,0.28,2.97,5,1,2,1,0
0,41,92.3,70,7.8,-0.61,1.72,5,2,2,0,1
0,-38,82.7,64.9,6.2,-0.82,2.09,5,2,1,0,1
0,0,103.4,72.9,6.2,-0.23,2.68,4,2,2,1,0
0,4,83.6,72.3,7.5,0.43,1.91,4,0,1,0,0
0,-22,106,71,7.6,-0.13,2.16,4,1,2,0,0
0,-3,68.4,48.4,6.5,-0.89,2.79,4,1,0,0,1
0,10,103.6,71.9,7.1,0.26,2.34,4,0,0,0,1
0,28,65.6,61.4,5.9,-0.67,3.45,4,3,2,0,1
0,-7,82.1,56,6.7,0.32,1.25,4,0,2,0,1
0,9,108,76.5,7.6,-0.04,1.89,4,1,0,0,1
0,-23,100.8,76.4,7.1,-0.07,2.31,3,3,2,1,0
0,29,89.2,70.1,6.8,0.84,3.43,3,1,1,0,0
0,9,92.6,62.4,7.8,1.02,1.81,3,2,2,0,0
0,27,94.6,70.9,7.9,0.19,2.63,3,1,1,0,1
0,-6,96.4,64.1,5.6,0.03,2.95,3,2,1,1,1
0,73,81,75.1,7.4,0.25,3.44,2,0,1,0,0
0,19,90.6,72.8,6.5,-0.41,2.32,2,1,1,0,0
0,25,100.3,69.9,6.9,-0.73,2.39,2,2,0,1,0
0,27,94.3,83,6.8,-0.27,2.45,2,0,0,0,1
0,39,90.5,70.5,6.9,-0.15,2.7,2,0,0,0,1
0,37,62.7,67.5,6.4,-0.67,3.28,2,3,2,0,1
0,17,96.5,71.1,7.2,0.51,2.38,1,0,0,0,0
0,52,97,75.3,7.8,0.57,2.89,1,1,2,0,0
0,11,89.5,68.6,6.7,-0.34,3.69,1,3,1,0,0
0,-29,65.1,46,5.8,-0.05,1.94,1,0,2,0,1
0,35,92.4,69.3,7.7,-0.26,2.49,1,2,1,0,1
0,47,79.6,63.6,6.6,-0.24,1.94,1,0,2,1,1
0,46,99.7,72.6,8.3,-0.28,2.94,9,3,2,0,0
0,17,95.9,74.7,8.1,-0.02,2.06,9,1,2,0,0
0,-20,69,67.6,7.6,-1.05,2.08,9,1,1,1,0
0,-38,85,59.2,6.1,-0.16,2.29,8,2,2,1,1
0,8,105.8,72.2,8.3,0.1,1.59,8,1,2,0,1
0,-9,105.1,77.9,8,-0.26,1.72,8,0,1,0,1
0,-7,96.8,68.9,6.5,-0.71,2.42,8,2,1,0,1
0,21,103.2,73.1,6.7,-0.32,2.9,8,2,0,0,1
0,33,66.7,72.3,6.7,-0.95,3.31,8,0,0,0,1
0,9,92.8,72.2,6.6,-0.12,1.99,8,2,1,0,1
0,53,45,47.5,5.3,-1.03,3.26,7,0,0,0,0
0,30,97.2,75,8.1,-0.32,1.69,7,2,1,0,0
0,34,77.2,75,7.6,-0.63,3.15,7,0,0,1,0
0,41,84.5,74.6,7.1,-0.63,2.78,7,2,2,0,0
0,23,63.8,68.2,7.4,-0.71,1.63,7,1,2,1,0
0,11,107.1,81.4,7.6,-0.02,2.42,7,1,1,0,0
0,-72,54.1,65.3,8.4,-0.61,1.62,6,1,2,1,0
0,19,91.5,70.4,7.2,-0.65,1.79,6,1,2,1,0
0,3,91.5,61.6,5.8,0.49,3,6,1,2,1,0
0,57,86.7,76,7.3,-0.04,2.25,6,0,0,1,0
0,10,105.8,76,8,0.13,2.21,5,3,1,1,0
0,-14,64.9,64.1,6.4,-0.99,2.45,5,0,1,0,0
0,-35,77.2,70.8,7.8,-0.47,1.47,5,2,2,1,0
0,12,106.2,75.4,7.6,0.23,2.45,5,1,2,1,0
0,-1,103.4,81.8,8.6,0.16,2.09,5,0,0,0,0
0,68,79.2,66.7,7.5,0.49,1.54,4,2,2,0,0
0,22,92.9,65.1,5.5,0.01,3.26,4,1,1,1,0
0,14,82.8,65.8,7.1,-0.44,1.99,4,1,0,1,0
1,36,103.1,82.7,8.4,-0.58,1.96,4,1,0,0,0
0,13,85,72.9,7.1,0.33,2.42,4,0,0,1,0
1,35,102.1,71.6,7.5,-0.16,2.31,4,2,1,1,0
0,-7,103.1,73,7.3,-0.5,2.17,4,2,2,0,0
0,45,90.7,73.1,7.3,-0.25,2.14,4,2,0,1,0
0,7,104.2,83,7.8,0.21,2.59,4,0,1,0,0
0,-3,91.7,67.4,7.6,0.05,1.51,3,1,2,1,0
0,-14,47.1,51.8,5.6,0.96,3.5,3,0,1,1,0
0,18,96.1,71.5,7.5,-0.32,2.35,3,2,2,1,0
0,14,100.9,70.8,6.7,-0.47,3.13,3,0,2,1,0
0,-1,100.1,67.9,6.2,-0.12,2.64,3,0,2,1,0
0,-39,75.7,59.9,6.9,-0.88,2.24,2,1,1,1,0
0,25,92,80.9,8.5,-0.26,2.31,2,0,1,0,0
0,17,95.6,72.1,6.6,-0.56,2.64,2,2,2,0,0
0,17,106.3,76.5,8.2,0.44,2.54,2,0,1,0,0
0,-36,92.6,72.3,7.5,-0.18,2.91,1,1,2,0,0
0,-17,89.9,76.1,7.4,-0.27,2.16,1,0,0,1,0
0,16,85.8,69,7.2,0.43,2.31,1,1,2,1,0
0,62,92.4,73.2,6.6,-0.33,3.45,1,3,2,1,0
0,40,95.2,69.8,7.5,-0.91,2.38,1,0,1,0,0
0,10,108.3,79.3,6.9,-0.05,2.88,1,1,0,1,0
0,-52,76.5,70.1,6.8,-0.08,2.25,9,1,0,0,0
0,-4,100.4,76,6.9,-0.38,2.58,8,2,2,0,0
0,-23,97.7,63.7,6.2,-0.47,2.74,8,3,2,1,0
0,47,85.7,73.8,7.2,-0.27,3.05,8,1,0,0,0
0,7,91.3,73.4,6.8,0.78,2.46,8,0,0,1,0
0,-23,85.2,60.2,8,0.61,1.72,8,1,2,0,0
0,-11,92,73.3,7.4,-0.42,2.25,7,0,0,0,0
0,2,71.8,72.9,7.8,0.44,2.55,7,0,1,0,0
0,33,105.8,76.4,7.9,0.03,2.04,7,1,0,1,0
0,-11,95.3,66.9,6.6,-0.28,2.55,7,0,0,0,0
0,-1,97.1,80.6,7.5,0.33,2.16,7,0,2,0,0
0,26,101.4,73.8,6.8,-0.43,2.73,6,3,1,0,1
0,29,100.9,77.3,8.2,0.39,2.42,6,1,2,0,1
0,4,101.8,75.5,7.1,0.59,2.7,6,3,2,1,1
0,-26,77.4,72.2,6.9,0.16,3.13,5,1,0,1,1
0,41,85.9,74.1,7.2,-0.3,1.82,5,0,0,1,0
0,22,76.7,74,7.1,-1.05,1.81,5,2,2,0,0
0,-6,81.1,59.7,7.6,0.29,1.23,5,2,2,0,0
0,-7,100,69,7.5,0.4,1.95,5,2,0,0,1
0,37,70.6,73.3,8.6,-0.03,1.25,5,1,1,0,1
0,3,106.6,72.8,7.2,-0.22,2.56,5,1,1,1,1
0,18,97.9,68.8,6.5,-0.81,3.44,4,2,2,0,0
0,37,95.4,67.9,6.5,0.68,2.6,4,0,1,1,0
0,28,92,70.9,7.1,0.64,2.3,4,1,1,0,0
1,36,103.7,75.8,8.5,0.28,1.08,4,0,1,1,0
0,68,88.7,77.2,8,0.13,1.73,4,2,2,0,1
0,47,66.9,71.2,7.1,-0.08,2.62,4,2,2,0,1
0,3,77.5,85.5,6.9,-0.46,2.38,3,3,2,0,0
0,59,87.4,68.5,7.1,-0.94,3.19,3,3,2,1,0
0,9,83.2,73.7,7.2,0.36,1.64,3,0,1,0,0
0,53,75.4,71.9,8.4,-0.18,1.96,3,0,1,0,1
0,13,88.8,68.4,8,1.15,1.88,3,0,2,0,1
0,-6,96.5,63.2,5.8,0.3,3.12,2,0,2,0,0
0,10,78.4,70.3,8.1,0.41,1.86,2,2,2,0,0
0,4,103.5,70.8,6.8,-0.62,3.02,2,3,2,1,0
0,42,99.8,76.7,8,-0.27,2.34,2,1,0,1,1
0,42,98.6,75.4,7.1,0.31,2.32,2,2,2,0,1
0,-32,78.6,67.9,7.1,0.36,1.39,1,0,0,0,0
0,-4,103.2,75.1,7.3,-0.78,1.53,1,3,2,1,0
0,16,111.7,77.9,7.3,0.04,2.12,1,1,2,0,0
0,-19,64.3,71.3,8,-0.99,2.53,1,0,0,1,0
0,5,104.3,74.1,6.8,-0.28,2.84,1,0,0,1,0
0,58,81,68.2,7.7,0.77,2.83,1,2,2,0,1
0,45,97.5,72.8,7.5,-0.4,2.85,9,0,1,1,0
0,81,78,71.6,7.5,0.31,3.2,9,2,2,0,0
0,36,78.3,65.9,7.7,-0.76,1.99,9,2,2,1,0
0,16,88.8,75.2,7.8,0.33,3.05,9,0,1,1,0
0,30,99.5,75.2,7.2,0.08,2.85,9,1,0,1,0
0,29,83.6,67.6,6.4,0.49,2.34,9,1,0,1,0
0,20,58,73.3,6.9,0.64,1.98,8,1,1,1,1
0,-56,73.6,60.3,6.3,-0.46,1.71,8,0,1,0,1
0,-14,90.5,66.7,6.9,1.33,2.78,8,2,2,0,1
0,49,88,76,7.3,0.14,2.79,8,0,1,1,0
0,10,112.1,77.1,7.5,-0.09,2.53,8,0,0,1,0
0,19,90.9,69.7,7.3,-0.46,1.72,8,1,2,1,0
0,-7,73.5,72.2,7.4,-0.72,2.12,8,1,2,1,0
0,24,103.9,74.7,7.7,-0.52,3,8,1,0,1,0
0,11,91.3,75.8,8.1,-0.8,1.98,7,0,2,1,0
0,-6,95.7,76.4,6.9,-0.32,2.52,7,1,1,0,0
0,-16,95.1,74.6,7.4,-0.09,1.48,7,0,1,1,0
0,3,76.5,69.5,8,-0.24,1.91,7,0,0,1,0
0,46,80.7,74,8.1,0,2.26,7,0,0,1,0
0,7,102.8,74.5,6.9,0.63,2.63,6,1,1,1,0
0,36,83.6,70.9,7.3,-0.14,1.74,6,1,1,0,0
0,16,88.9,63.6,6.7,-1.09,2.21,6,2,2,1,0
0,52,84.6,69.4,7.7,-0.35,2.44,6,1,0,1,0
0,7,105.5,71.7,6.4,0.36,3,6,1,2,1,0
0,68,81.4,69.8,8.5,-0.95,2.57,6,1,1,1,0
0,25,94.3,71.9,7.6,-0.17,1.7,5,2,2,1,0
0,-51,55,85.2,8.3,-0.02,1.76,5,0,1,1,0
0,17,88.2,74.3,7.4,-0.76,2.24,5,1,1,1,0
0,33,89.4,71.2,7.6,0.41,2.85,5,0,1,1,0
1,34,113.3,81.6,8.3,0.33,2.54,5,0,0,1,0
0,48,103.8,84.7,8,-0.06,2.81,4,3,2,1,0
0,56,91.5,75.3,7.5,0.04,2.64,4,0,0,0,0
0,26,92.7,72.2,6.8,-0.78,2.23,4,2,2,1,0
0,-9,93.7,66.5,6.6,-0.08,2.3,4,0,0,1,0
0,13,85.8,67,6,0.09,2.64,4,0,0,1,0
0,-19,85.1,71.4,6.4,-0.16,3.28,4,1,2,1,0
0,16,95.5,67.6,7.3,-0.36,1.16,4,0,1,1,0
0,9,70,68.8,6.3,0.65,2.74,3,0,1,1,0
0,7,91.7,67.4,5.6,-0.31,2.8,3,3,2,0,0
0,12,87.8,64.9,5.5,0.33,2.73,3,0,2,1,0
0,-38,61,61.4,8.3,-0.96,1.8,3,0,1,1,0
0,23,101.5,76,6.9,0.77,3.24,3,1,0,1,0
0,-23,66.8,69.3,7.8,0.47,2.02,3,0,0,1,0
0,-19,101.3,72.9,7.5,-0.03,1.63,3,0,1,1,0
0,28,92,77.3,7.1,0.04,2.53,2,2,2,1,0
0,17,106.9,75.2,7.4,0.26,1.88,2,0,0,0,0
0,36,102.4,75.6,7.5,-0.97,3.28,2,2,2,1,0
0,-24,95.1,70.1,6.4,-0.43,3.21,2,0,1,1,0
0,15,88.7,64.4,6.1,0.1,2.91,2,1,0,1,0
1,22,107.5,75.7,8,-0.64,2.87,2,3,2,1,0
1,18,110.4,76.4,7,-0.03,2.49,2,2,1,1,0
0,41,90.1,67.3,6.6,0.03,2.33,2,1,0,1,0
0,9,82.6,78.6,8.2,-0.83,1.99,1,0,0,0,0
0,-11,104.5,75.5,6.9,-0.38,2.23,1,2,1,1,0
0,11,91.5,71.4,6.7,0,2.52,1,0,0,1,0
0,-26,83.4,70.9,7.7,0.16,1.46,1,2,1,1,0
1,23,111,75.8,7,0.1,2.73,9,1,0,0,1
0,68,84.8,74.8,6.7,-0.55,2.87,9,2,1,0,0
0,15,69.5,66,7.4,0.11,2.07,9,2,2,0,0
0,-11,71.5,61.5,7.2,-1.68,2.93,8,0,1,1,0
0,50,89,61.9,6.6,0.17,2.87,8,3,2,0,1
0,-3,96.7,66.1,6.2,0.55,2.46,8,3,1,1,0
0,57,88.2,73.3,7.3,0.23,2.6,8,0,2,0,0
1,40,109,85.3,8.2,0.47,2.89,8,0,0,1,0
0,23,102.1,67.6,8,0.02,2.3,8,2,0,0,0
0,44,84.6,68.9,6.5,0.46,2.79,7,1,0,1,1
0,-18,88.7,66.8,6.9,-0.16,3.36,7,3,2,0,0
0,-8,84.3,73.2,7.6,-0.17,2.35,7,1,1,1,0
0,0,68.8,75.6,7.8,-0.35,1.66,6,0,0,1,0
0,19,102,68.3,7,0.01,3.62,6,1,2,0,0
0,10,91.2,71.2,7.6,-0.09,1.87,6,0,0,1,0
0,-21,97,72.3,7.1,0.7,2.9,6,1,2,0,0
0,25,95.4,67.2,7,-0.4,1.81,6,1,0,1,0
0,21,102.7,74.8,8.9,0.74,2.15,6,1,1,0,0
0,12,109.8,76.6,7,0,2.21,6,3,1,1,0
0,-41,75.7,68,6.6,-0.97,3.3,6,0,0,0,0
0,-9,98.1,70.1,7.3,0.57,2.88,6,0,0,0,0
0,-8,84.3,63.5,5.6,-0.41,2.67,6,1,0,0,0
0,15,100.7,66.5,6.5,0.22,2.49,6,0,0,0,0
0,12,106.7,79.1,7.2,-0.02,2.13,6,2,2,0,0
0,-10,80.8,73.3,7.8,-0.72,2.2,5,3,2,1,0
0,57,76.8,74.5,7.9,-0.26,2.28,5,1,1,0,0
0,6,105.1,75.8,6.9,-0.01,2.14,5,3,2,1,0
0,-21,107.3,72.9,8.1,-1.2,2.16,5,3,2,1,0
0,14,74.6,78.4,8.2,-0.3,1.54,5,1,2,0,0
0,-12,89.4,67.8,6.7,-0.37,2.44,5,2,1,0,0
0,-3,96.5,66.3,6.6,-0.98,2.2,4,1,1,1,0
0,55,95.3,76.5,8.2,0.61,2.51,4,0,2,0,0
0,42,72.9,71.2,8.7,0.44,2.08,4,1,0,1,0
0,44,99.8,73.5,7.1,0.47,2.56,4,0,0,0,0
0,-37,84.2,63.5,6.2,0.3,3.02,4,0,0,1,0
0,-22,60.8,71.5,7.3,-0.73,2.72,4,3,2,0,0
0,-10,89.2,73.1,6.9,-0.6,2.58,4,1,1,1,0
0,23,98.6,69.2,7.9,-0.53,1.93,3,0,2,1,0
0,2,99.3,71,6.1,0.31,2.95,3,0,2,0,0
0,-10,97,66,7.2,0.28,3.56,3,0,0,0,0
0,32,99.5,73.6,6.9,-0.47,3.01,2,0,2,1,0
0,-15,96.8,73.5,6.8,-0.2,1.91,2,3,2,1,0
0,-24,92.5,77.6,6.8,-0.33,2.2,2,0,0,0,0
0,36,87.3,63.9,5.6,-0.5,3.11,2,0,0,0,0
0,7,104.9,71.5,6.8,-0.16,2.47,2,0,0,0,0
0,5,107.2,70.8,7.6,0.23,2.37,1,0,0,0,0
0,28,88.5,69.6,6.7,0.04,2.04,1,1,1,1,0
0,23,97.6,71.8,6.4,0.23,2.47,1,0,0,1,0
0,2,102.2,72,7.3,-0.35,2.51,1,0,0,0,0
0,-23,89.4,74.2,8.2,-0.62,2.06,1,1,2,1,0
0,8,102.7,87.7,8.1,-0.03,2.91,9,0,0,0,0
0,13,108.6,79.9,7.8,-0.14,3.07,9,1,1,0,1
0,-37,61.2,65.7,8.7,-1.41,1.7,9,1,2,1,1
0,-4,84,59.6,6.4,0.1,2.48,8,0,0,1,1
0,48,100.1,70.8,6.7,-0.44,2.88,8,2,2,0,0
0,25,67,67.4,5.9,-0.59,3.01,8,3,2,0,0
0,30,73.4,58.9,7.9,-0.48,1.5,8,2,2,0,1
0,87,88.8,69.8,7.8,-0.35,3.41,7,1,1,0,0
0,27,81,68.9,7.2,0.66,3.37,7,1,1,1,0
0,11,94,73.2,6.7,0.44,3.13,7,0,0,1,0
0,70,84.9,76.1,6.7,-0.45,2.73,6,1,0,0,0
0,47,86.3,69.8,7,0.57,2.25,6,1,2,0,0
0,35,100.7,73.7,6.3,0.32,3,6,2,2,1,0
0,70,85,68.7,6.7,-0.24,3.67,6,1,2,1,0
0,27,91.5,70.3,7.1,0,1.92,5,1,1,1,0
0,41,84.8,70.2,7.9,0.95,1.78,5,1,2,0,0
0,-13,100.6,66.6,8.6,0.04,1.4,5,3,2,1,1
0,39,96.5,78.1,7.6,0.68,3.53,5,1,2,0,1
0,32,90.4,69.8,8.4,0.47,2.09,4,0,0,0,0
0,-19,87.7,66.5,6.7,0,3.15,4,1,2,0,0
0,51,68,75.7,7.8,0.78,1.74,4,2,2,0,0
0,-2,78.2,65.8,6.9,0.91,2.02,4,1,2,0,0
0,60,81.3,75.1,7.2,-0.36,3.08,4,0,2,0,1
0,13,67.6,69.8,6.1,0.17,2.87,3,1,0,1,0
0,42,99.8,71.5,7,0.57,2.17,3,3,2,1,0
0,51,87.1,74.9,7.3,0.32,2.56,3,0,0,1,1
0,-42,92.3,65,7.2,-0.05,2.08,3,3,2,0,1
0,-18,92.7,78.1,7.5,0.28,2.61,3,2,2,0,1
0,-25,84.6,68.5,7.2,0.58,2.01,2,3,2,1,0
0,1,93.7,73.1,5.9,-0.27,3.12,2,0,1,0,0
0,52,78.3,69.3,6.7,0.01,3.16,2,3,2,1,1
0,4,91.1,66.4,6.6,0.52,1.57,2,0,1,1,1
0,-5,109.6,75.4,7.6,-0.21,1.95,2,1,0,0,1
0,6,103.9,74.8,7.5,0.41,2.49,2,0,0,1,1
0,17,104.6,74.8,7,0.2,2.98,1,2,1,1,0
0,-2,79.2,61.6,6,0.1,2.77,1,0,2,1,0
0,22,77.6,72.4,7,1.12,2.19,1,1,2,0,0
0,29,94.3,74.6,7.3,-0.3,2.64,1,0,0,0,1
0,-62,74.7,78.2,8,0.2,2.15,1,2,1,0,1
0,22,89.3,75.9,6.9,-0.75,2.51,1,2,0,0,1
0,26,76,75.2,7.7,0.17,1.98,1,3,2,0,1
0,68,83.3,72.9,7.5,-0.37,2.58,9,2,0,0,0
0,0,93.9,60.8,5.2,0.09,3.07,9,1,1,1,0
0,34,85.5,68.2,6.9,0.46,2.22,9,0,1,0,0
0,-33,90.1,67.7,5.3,0.25,2.38,9,0,0,1,1
0,-15,90.2,74.8,6.7,0.16,1.87,9,1,0,0,1
0,-34,62.9,72.4,7.5,-0.52,1.41,8,0,0,0,0
0,10,105.8,77.7,7.8,-0.09,2.18,8,2,0,0,1
0,14,88.8,76.5,7.5,0.4,2.21,8,0,0,0,1
0,42,70.2,65.5,7.8,0.96,1.26,8,0,0,0,1
0,-19,86.3,69.6,6.3,0.04,2.15,8,0,1,1,1
0,-29,86.9,72.4,7.5,0.04,2,8,1,2,0,0
0,70,82.3,71.6,6.9,-0.19,3.08,7,0,1,0,0
1,29,104.8,77.5,8.7,-0.32,2.14,7,2,1,1,0
0,69,72.8,71.1,8,0.13,1.84,7,0,0,0,0
0,-47,79.4,75.8,6.5,-0.42,1.9,7,0,0,1,0
0,-9,105.6,71.9,6,0.16,2.92,7,0,2,0,0
0,15,105.5,77,7.5,-0.11,2.18,7,1,2,0,0
0,19,86.3,75.2,7.6,-0.22,2.55,7,2,1,0,0
0,62,88.6,76,7.4,-0.83,2.24,6,0,2,0,0
0,57,84.7,67.8,7,0.11,2.2,6,0,1,0,0
0,41,93.3,68.6,6.9,0.18,2.64,6,2,2,1,0
0,-54,64.8,78.8,7.8,-0.46,2.46,6,0,0,1,1
0,70,91,74.9,8,0.04,2.24,5,0,1,1,0
0,-8,91.9,61.2,6.8,0.92,1.95,5,2,2,0,0
0,-15,93.2,69.2,7.8,-1.12,1.8,5,2,2,1,0
0,-21,73.3,74.4,7.2,-0.86,2.59,5,1,1,1,0
1,28,99.1,75,7.1,-0.37,2.38,5,0,1,0,0
0,18,84.2,71.2,7.2,0.66,1.62,5,0,1,0,1
0,15,84.4,76.4,7.9,0.95,1.89,5,1,1,0,1
0,43,74.3,72.8,8.6,-0.08,1.86,5,2,1,1,1
1,40,105.9,76.6,7,0.59,3.08,5,0,0,1,1
0,15,104.4,73.1,7.6,0.43,2.12,5,1,1,0,1
0,35,93.4,61.3,5.4,0.41,3.3,4,0,2,1,0
0,20,106.6,73.1,7.4,-0.22,1.99,4,2,2,1,0
0,18,79.6,73.2,7.9,0.54,1.31,4,1,2,0,0
0,28,93.9,73.6,7.6,-0.33,1.62,4,0,1,1,0
0,31,88.4,68,6.6,0.96,2.7,4,0,0,0,1
0,27,79.4,72.5,6.2,1,3.01,4,0,1,1,1
0,-24,87.4,76.2,6.7,0.26,2.56,4,1,2,0,1
0,-2,95.5,76.9,8.7,0.39,2.16,3,0,0,0,0
0,26,79,62.4,6.3,0.1,1.37,3,0,1,1,0
0,-37,82.4,78.6,7.3,0.08,1.66,3,1,2,0,0
0,55,90.3,70.7,7.4,0.06,2.15,3,0,1,0,0
0,54,84.3,65.5,8.3,0.62,2.03,3,0,1,0,1
1,24,108.1,73.7,8.6,0.12,1.85,3,0,0,0,1
0,52,77.3,73.5,8.4,-0.47,2.42,3,0,0,1,1
0,19,100.9,68.3,6.9,0.5,2.79,3,1,2,0,1
0,9,84.6,67.4,6.8,-0.43,1.42,2,2,1,1,0
0,-31,97.9,76.1,6.6,-0.65,2.55,2,0,1,0,0
0,3,87.5,66.5,6.4,-1.23,3.6,2,0,2,1,0
0,10,86.4,75.4,8.3,0.21,1.69,2,0,1,1,0
0,-48,71.6,73.6,7.4,1.16,3.06,2,0,0,0,1
0,43,103.7,70.2,7,0.37,2.48,2,2,1,0,1
0,-26,91,78.1,8.2,-0.23,1.84,1,1,1,0,0
0,29,90.9,64.7,6.6,-0.5,1.51,1,0,1,1,0
0,40,104,77,8,-0.64,1.71,1,3,2,0,0
0,58,74.7,75.5,6.7,0.43,2.22,1,3,2,1,1
0,32,75.9,75.1,7,0.5,1.76,1,1,1,0,1
0,27,89.1,76.1,7.6,0.61,2.59,1,2,0,0,1
0,46,105.4,78.5,7.9,-0.31,2.3,1,3,1,0,1
0,60,77.8,68.3,7.4,1.06,2.16,9,1,2,0,0
0,50,85.6,64.6,5.6,0.15,4,9,1,2,0,0
0,5,62,67.2,6.4,0.92,2.74,9,1,2,1,0
1,33,104.6,74.1,7.5,-0.51,3.12,9,0,1,0,0
0,47,80.3,71.2,7,-1.07,2.1,9,1,1,0,0
0,13,97.8,67.5,7.2,0.6,2.01,9,3,1,0,0
0,82,85.4,72.3,7.6,0.59,3.26,8,1,0,0,0
0,-10,104.9,75.8,7.4,0.24,2.6,8,1,0,1,1
0,10,89.5,78.6,6.8,-0.03,2.48,8,3,2,0,1
0,-33,104.6,78.5,7.6,0.03,2.44,7,1,1,0,0
0,38,97.2,72.6,7.1,-0.03,2,7,2,0,0,0
0,-7,63.7,69.1,7.7,0.54,0.84,7,1,1,1,0
0,-11,72.7,79.1,7.5,-0.47,1.89,6,2,0,1,1
0,9,108.6,74,7.2,0.36,1.78,6,0,1,0,1
0,26,79,75.7,7.6,-0.9,1.91,6,1,1,1,0
0,-4,103.4,74.4,7,0.43,3.13,6,1,2,0,0
0,75,69.5,75.9,7.6,-1.03,2.07,6,1,0,1,0
0,35,90.3,74.4,8.1,-0.03,2.02,5,0,0,0,1
0,-45,64.2,72.9,7.8,0.67,2.2,5,0,0,0,0
0,4,102.8,74.5,7.1,0.71,1.18,5,0,2,1,0
0,-17,103.5,69.2,7.8,-0.37,1.47,4,0,1,1,1
0,23,91.9,72.1,6.5,-0.28,2.33,4,0,0,0,1
0,-4,104.7,72.4,7.1,-0.17,1.85,4,0,1,1,1
0,32,98.1,69.7,7.3,0.07,2.35,4,0,0,0,0
0,33,103.3,80,8,-0.62,2.69,4,3,1,1,0
0,59,100.1,73.3,7.3,-0.52,3.33,4,2,1,1,0
0,50,85.6,67,8.1,0.43,2.13,3,0,0,0,0
0,2,102.8,77.9,7.9,-0.13,3.13,2,3,2,0,0
0,61,91.1,70.9,6.6,0.2,3.41,2,0,1,0,0
0,-11,95.1,67.4,7.6,-0.12,1,2,1,2,1,0
0,25,94.9,68,6.5,0.38,2.68,2,0,1,0,0
0,8,102.6,81.3,7.8,-0.55,2.28,2,0,0,1,0
0,62,96,76.9,7.7,0.14,3.2,2,3,2,0,0
0,45,102.4,74,6.8,0.03,2.98,1,2,2,0,0
0,1,90.1,61.8,5.5,-0.37,2.96,1,1,1,1,0
0,0,101.2,72.7,7.1,0.83,2.39,1,2,2,0,0
0,-15,74.6,74.9,7.6,-0.41,1.67,1,0,1,1,0
0,65,89.1,77,7.2,0.53,3,9,3,1,0,0
0,35,70.1,66.8,6.7,0.17,2.74,9,2,2,1,0
